"nerror","adaptation","fontsize","position","id","acuity"
3,"PA","-0.3","3","30","high"
3,"PA","-0.3","4","30","high"
2,"PA","-0.3","5","30","high"
3,"AC","-0.3","1","30","high"
2,"AC","-0.3","2","30","high"
3,"AC","-0.3","3","30","high"
4,"AC","-0.3","4","30","high"
3,"AC","-0.3","5","30","high"
0,"PA","-0.2","1","30","high"
0,"PA","-0.2","2","30","high"
0,"PA","-0.2","3","30","high"
0,"PA","-0.2","4","30","high"
1,"PA","-0.2","5","30","high"
0,"AC","-0.2","1","30","high"
0,"AC","-0.2","2","30","high"
0,"AC","-0.2","3","30","high"
0,"AC","-0.2","4","30","high"
0,"AC","-0.2","5","30","high"
0,"PA","-0.1","1","30","high"
0,"PA","-0.1","2","30","high"
0,"PA","-0.1","3","30","high"
0,"PA","-0.1","4","30","high"
0,"PA","-0.1","5","30","high"
0,"AC","-0.1","1","30","high"
0,"AC","-0.1","2","30","high"
0,"AC","-0.1","3","30","high"
0,"AC","-0.1","4","30","high"
0,"AC","-0.1","5","30","high"
0,"PA","0","1","30","high"
0,"PA","0","2","30","high"
0,"PA","0","3","30","high"
0,"PA","0","4","30","high"
0,"PA","0","5","30","high"
0,"AC","0","1","30","high"
0,"AC","0","2","30","high"
0,"AC","0","3","30","high"
0,"AC","0","4","30","high"
0,"AC","0","5","30","high"
2,"PA","-0.3","1","7","high"
2,"PA","-0.3","2","7","high"
3,"PA","-0.3","3","7","high"
4,"PA","-0.3","4","7","high"
4,"PA","-0.3","5","7","high"
3,"AC","-0.3","1","7","high"
4,"AC","-0.3","2","7","high"
2,"AC","-0.3","3","7","high"
4,"AC","-0.3","4","7","high"
4,"AC","-0.3","5","7","high"
0,"PA","-0.2","1","7","high"
0,"PA","-0.2","2","7","high"
0,"PA","-0.2","3","7","high"
0,"PA","-0.2","4","7","high"
0,"PA","-0.2","5","7","high"
0,"AC","-0.2","1","7","high"
0,"AC","-0.2","2","7","high"
1,"AC","-0.2","3","7","high"
0,"AC","-0.2","4","7","high"
1,"AC","-0.2","5","7","high"
0,"PA","-0.1","1","7","high"
0,"PA","-0.1","2","7","high"
0,"PA","-0.1","3","7","high"
0,"PA","-0.1","4","7","high"
0,"PA","-0.1","5","7","high"
0,"AC","-0.1","1","7","high"
0,"AC","-0.1","2","7","high"
0,"AC","-0.1","3","7","high"
0,"AC","-0.1","4","7","high"
0,"AC","-0.1","5","7","high"
0,"PA","0","1","7","high"
0,"PA","0","2","7","high"
0,"PA","0","3","7","high"
0,"PA","0","4","7","high"
0,"PA","0","5","7","high"
0,"AC","0","1","7","high"
0,"AC","0","2","7","high"
0,"AC","0","3","7","high"
0,"AC","0","4","7","high"
0,"AC","0","5","7","high"
1,"PA","-0.3","1","36","high"
3,"PA","-0.3","2","36","high"
4,"PA","-0.3","3","36","high"
4,"PA","-0.3","4","36","high"
3,"PA","-0.3","5","36","high"
4,"AC","-0.3","1","36","high"
4,"AC","-0.3","2","36","high"
3,"AC","-0.3","3","36","high"
4,"AC","-0.3","4","36","high"
3,"AC","-0.3","5","36","high"
0,"PA","-0.2","1","36","high"
0,"PA","-0.2","2","36","high"
0,"PA","-0.2","3","36","high"
0,"PA","-0.2","4","36","high"
0,"PA","-0.2","5","36","high"
0,"AC","-0.2","1","36","high"
0,"AC","-0.2","2","36","high"
0,"AC","-0.2","3","36","high"
0,"AC","-0.2","4","36","high"
0,"AC","-0.2","5","36","high"
0,"PA","-0.1","1","36","high"
0,"PA","-0.1","2","36","high"
0,"PA","-0.1","3","36","high"
0,"PA","-0.1","4","36","high"
0,"PA","-0.1","5","36","high"
0,"AC","-0.1","1","36","high"
0,"AC","-0.1","2","36","high"
0,"AC","-0.1","3","36","high"
0,"AC","-0.1","4","36","high"
0,"AC","-0.1","5","36","high"
0,"PA","0","1","36","high"
0,"PA","0","2","36","high"
0,"PA","0","3","36","high"
0,"PA","0","4","36","high"
0,"PA","0","5","36","high"
0,"AC","0","1","36","high"
0,"AC","0","2","36","high"
0,"AC","0","3","36","high"
0,"AC","0","4","36","high"
0,"AC","0","5","36","high"
1,"PA","-0.3","1","20","high"
3,"PA","-0.3","2","20","high"
3,"PA","-0.3","3","20","high"
3,"PA","-0.3","4","20","high"
3,"PA","-0.3","5","20","high"
3,"AC","-0.3","1","20","high"
4,"AC","-0.3","2","20","high"
4,"AC","-0.3","3","20","high"
3,"AC","-0.3","4","20","high"
3,"AC","-0.3","5","20","high"
0,"PA","-0.2","1","20","high"
0,"PA","-0.2","2","20","high"
0,"PA","-0.2","3","20","high"
0,"PA","-0.2","4","20","high"
1,"PA","-0.2","5","20","high"
0,"AC","-0.2","1","20","high"
0,"AC","-0.2","2","20","high"
1,"AC","-0.2","3","20","high"
0,"AC","-0.2","4","20","high"
0,"AC","-0.2","5","20","high"
0,"PA","-0.1","1","20","high"
0,"PA","-0.1","2","20","high"
0,"PA","-0.1","3","20","high"
0,"PA","-0.1","4","20","high"
0,"PA","-0.1","5","20","high"
0,"AC","-0.1","1","20","high"
0,"AC","-0.1","2","20","high"
1,"AC","-0.1","3","20","high"
0,"AC","-0.1","4","20","high"
0,"AC","-0.1","5","20","high"
0,"PA","0","1","20","high"
0,"PA","0","2","20","high"
0,"PA","0","3","20","high"
0,"PA","0","4","20","high"
0,"PA","0","5","20","high"
0,"AC","0","1","20","high"
0,"AC","0","2","20","high"
0,"AC","0","3","20","high"
0,"AC","0","4","20","high"
0,"AC","0","5","20","high"
3,"PA","-0.3","1","10","high"
0,"PA","-0.3","2","10","high"
3,"PA","-0.3","3","10","high"
4,"PA","-0.3","4","10","high"
3,"PA","-0.3","5","10","high"
3,"AC","-0.3","1","10","high"
2,"AC","-0.3","2","10","high"
1,"AC","-0.3","3","10","high"
4,"AC","-0.3","4","10","high"
3,"AC","-0.3","5","10","high"
0,"PA","-0.2","1","10","high"
0,"PA","-0.2","2","10","high"
0,"PA","-0.2","3","10","high"
0,"PA","-0.2","4","10","high"
0,"PA","-0.2","5","10","high"
0,"AC","-0.2","1","10","high"
0,"AC","-0.2","2","10","high"
0,"AC","-0.2","3","10","high"
0,"AC","-0.2","4","10","high"
0,"AC","-0.2","5","10","high"
0,"PA","-0.1","1","10","high"
0,"PA","-0.1","2","10","high"
0,"PA","-0.1","3","10","high"
0,"PA","-0.1","4","10","high"
0,"PA","-0.1","5","10","high"
0,"AC","-0.1","1","10","high"
0,"AC","-0.1","2","10","high"
0,"AC","-0.1","3","10","high"
0,"AC","-0.1","4","10","high"
0,"AC","-0.1","5","10","high"
0,"PA","0","1","10","high"
0,"PA","0","2","10","high"
0,"PA","0","3","10","high"
0,"PA","0","4","10","high"
0,"PA","0","5","10","high"
0,"AC","0","1","10","high"
0,"AC","0","2","10","high"
0,"AC","0","3","10","high"
0,"AC","0","4","10","high"
0,"AC","0","5","10","high"
