"value","epoch","stimulus","participant"
-3.0090752943379,16,"RH","5"
-6.46383785672121,17,"RH","5"
-10.1468110828201,18,"RH","5"
-3.41793964881336,19,"RH","5"
-7.66063583391367,20,"RH","5"
-15.7880094790275,21,"RH","5"
-23.78702126544,22,"RH","5"
-5.49647555914783,23,"RH","5"
-3.25041511591709,25,"RH","5"
-0.122588642052212,26,"RH","5"
-4.5640419766931,27,"RH","5"
-13.6192299062414,28,"RH","5"
-13.0587315488589,29,"RH","5"
-20.3002617817499,30,"RH","5"
-14.4294052729227,31,"RH","5"
-6.8919218931842,32,"RH","5"
-8.34827975664494,33,"RH","5"
-15.0517776233938,34,"RH","5"
-12.4467926283106,1,"SH","5"
-4.14755121713926,2,"SH","5"
-2.42819713920035,13,"SH","5"
-15.0221526240861,24,"SH","5"
-7.04715074828123,35,"SH","5"
-8.92153700997042,36,"SH","5"
-3.23397459001101,37,"SH","5"
-8.76574268856121,38,"SH","5"
-12.9096017758944,39,"SH","5"
-4.01003860201533,40,"SH","5"
-3.80516190201529,3,"SH","5"
-8.61384245845063,4,"SH","5"
-8.24757644266951,5,"SH","5"
-4.10111228808679,6,"SH","5"
-3.66544601998407,7,"SH","5"
-8.20708802788545,8,"SH","5"
-13.2218382806129,9,"SH","5"
-6.41161530309853,10,"SH","5"
-12.2123346085157,12,"SH","5"
-3.55387764612269,14,"SH","5"
-2.20284221275401,15,"SH","5"
-3.07388438385919,16,"SH","5"
-7.68684432362672,17,"SH","5"
-8.84049617537556,18,"SH","5"
-6.63341365804371,19,"SH","5"
-0.483414842458885,20,"SH","5"
-1.59240441148297,21,"SH","5"
-5.54346360541659,22,"SH","5"
-6.52621572788171,23,"SH","5"
-2.75501824229372,25,"SH","5"
-11.427908834039,27,"SH","5"
-3.00221870361124,28,"SH","5"
-9.34783249368111,29,"SH","5"
-5.16295335590917,30,"SH","5"
-3.24474491913239,31,"SH","5"
-7.29315676710402,32,"SH","5"
-17.1904469071141,33,"SH","5"
-4.39263837247155,34,"SH","5"
-4.15143596144475,1,"EH","5"
-0.057348153972045,13,"EH","5"
-4.84212742083371,24,"EH","5"
-5.64555116285639,35,"EH","5"
-10.49943701964,36,"EH","5"
-7.25340502745509,37,"EH","5"
-2.40359626100181,38,"EH","5"
-2.81901162395021,39,"EH","5"
-7.18269673934905,40,"EH","5"
-11.5741452141296,3,"EH","5"
-3.57867196068295,4,"EH","5"
-9.69290467914185,5,"EH","5"
-7.03793040828645,7,"EH","5"
-0.410786423890357,8,"EH","5"
-4.43131647819468,9,"EH","5"
-5.08939849803487,10,"EH","5"
-1.28442049558348,11,"EH","5"
-2.3208968924721,12,"EH","5"
-6.20407235320898,14,"EH","5"
-16.321388823543,15,"EH","5"
-3.27094555080005,16,"EH","5"
-3.33425045383454,17,"EH","5"
-9.43218313233261,18,"EH","5"
-0.986464357308327,19,"EH","5"
-5.7492427360406,20,"EH","5"
-2.78552097373284,21,"EH","5"
-2.02371261206079,22,"EH","5"
-8.59148614606739,23,"EH","5"
-9.02827858084635,25,"EH","5"
-12.5348827436952,26,"EH","5"
-8.63745530135797,27,"EH","5"
-7.53520045442595,28,"EH","5"
-12.4103594817744,29,"EH","5"
-5.85238511446655,30,"EH","5"
-14.6393832838317,31,"EH","5"
-13.7291717895476,32,"EH","5"
-3.21542534492146,33,"EH","5"
-10.4545303681058,1,"RH","6"
-20.8282043929076,2,"RH","6"
-20.6886951577814,13,"RH","6"
-28.5680461815645,24,"RH","6"
-15.7067327834413,35,"RH","6"
-8.59766756298758,36,"RH","6"
-20.9928516135927,37,"RH","6"
-20.9406336996362,38,"RH","6"
-21.8086488068475,39,"RH","6"
-15.1363262391628,40,"RH","6"
-18.7259495772497,3,"RH","6"
-8.54758272680824,6,"RH","6"
-14.0285996243331,7,"RH","6"
-9.79079206408831,9,"RH","6"
-14.9360323562329,10,"RH","6"
-34.617798749503,12,"RH","6"
-24.6941115192175,14,"RH","6"
-5.9366311946122,15,"RH","6"
-22.5066510029707,16,"RH","6"
-25.361676836203,17,"RH","6"
-14.3109705150436,18,"RH","6"
-24.6884651094918,19,"RH","6"
-23.0409568959174,20,"RH","6"
-9.04298659521754,21,"RH","6"
-11.019313217031,22,"RH","6"
-22.0982223407406,25,"RH","6"
-32.3120293610011,26,"RH","6"
-20.090023946131,27,"RH","6"
-16.4192905960043,28,"RH","6"
-3.29680319737622,29,"RH","6"
-26.1224330267023,30,"RH","6"
-24.5297170799175,31,"RH","6"
-16.3939863484619,33,"RH","6"
-10.2075912372207,1,"SH","6"
-32.0895228201443,13,"SH","6"
-15.5173961086482,24,"SH","6"
-3.98989587233396,35,"SH","6"
-19.6715308847718,37,"SH","6"
-16.9756351502034,38,"SH","6"
-7.02634165741986,39,"SH","6"
-34.6120824242252,40,"SH","6"
-22.9186984650498,4,"SH","6"
-10.5554370272241,5,"SH","6"
-20.4725522300808,6,"SH","6"
-10.3063780294398,7,"SH","6"
-17.3946337297232,8,"SH","6"
-12.8462442741939,9,"SH","6"
-21.8557460641934,10,"SH","6"
-7.57364422212263,11,"SH","6"
-11.0772879338779,12,"SH","6"
-25.9701544006246,14,"SH","6"
-18.3654601840104,15,"SH","6"
-4.45471567142012,16,"SH","6"
-29.2878934860623,17,"SH","6"
-28.1605912152247,18,"SH","6"
-24.8438396048664,19,"SH","6"
-15.1516286366875,20,"SH","6"
-13.1753839909287,21,"SH","6"
-10.0475063027634,22,"SH","6"
-20.9821243377603,23,"SH","6"
-9.16817996723404,25,"SH","6"
-1.19925198268148,26,"SH","6"
-16.007372525543,27,"SH","6"
-20.3314795229402,28,"SH","6"
-14.7883939098313,29,"SH","6"
-3.17400394959513,30,"SH","6"
-28.9214290879559,31,"SH","6"
-14.5905596493315,32,"SH","6"
-26.9563020272735,33,"SH","6"
-14.2479757397063,1,"EH","6"
-29.3937868390199,2,"EH","6"
-4.07917841180346,13,"EH","6"
-26.7838389588322,24,"EH","6"
-23.0690933181342,35,"EH","6"
-8.02495589515086,36,"EH","6"
-4.87755172605977,37,"EH","6"
-21.6378079068747,38,"EH","6"
-21.7225415016799,39,"EH","6"
-24.1385114714993,40,"EH","6"
-32.2288497599385,3,"EH","6"
-13.0192695175364,4,"EH","6"
-4.12962379426301,5,"EH","6"
-9.29112049528118,6,"EH","6"
-1.06582285848328,7,"EH","6"
-30.2242113501536,8,"EH","6"
-10.3892598966127,9,"EH","6"
-16.419580054322,10,"EH","6"
-27.8863496279114,11,"EH","6"
-4.67162951293018,12,"EH","6"
-15.875702823483,14,"EH","6"
-18.1400434561415,15,"EH","6"
-7.98278786672174,16,"EH","6"
-22.7599849650431,17,"EH","6"
-20.6119193149468,18,"EH","6"
-0.989775999031512,19,"EH","6"
-16.0913153176948,21,"EH","6"
-21.3140936834954,22,"EH","6"
-11.0580757621065,23,"EH","6"
-12.4266680633768,25,"EH","6"
-26.3333811378782,27,"EH","6"
-44.0751818563406,28,"EH","6"
-22.2725759660977,29,"EH","6"
-29.7598404826459,30,"EH","6"
-13.0711609934269,31,"EH","6"
-8.90107392827824,32,"EH","6"
-13.2718787625941,33,"EH","6"
-5.94639907744594,1,"RH","7"
-3.61268979598299,2,"RH","7"
-14.819126224528,13,"RH","7"
-5.15849611132741,24,"RH","7"
-17.7805837004369,35,"RH","7"
-3.26703302734805,36,"RH","7"
-14.7496297779328,37,"RH","7"
-6.31836791752747,39,"RH","7"
-15.1215629171696,40,"RH","7"
-16.0074604914016,3,"RH","7"
-10.5846672882562,4,"RH","7"
-0.792644982653644,5,"RH","7"
-4.94770236086015,6,"RH","7"
-4.36162174787094,7,"RH","7"
-3.43653870647922,8,"RH","7"
-1.72728833030871,9,"RH","7"
-0.104075259152382,11,"RH","7"
-3.10407779199364,12,"RH","7"
-5.12940835256434,14,"RH","7"
-7.66044110231014,15,"RH","7"
-12.3810349833043,16,"RH","7"
-11.2901215344864,17,"RH","7"
-7.13745644276548,18,"RH","7"
-5.08941207516799,20,"RH","7"
-3.69369106325497,22,"RH","7"
-5.39869971348209,23,"RH","7"
-3.13756385440408,25,"RH","7"
-27.7848858705627,27,"RH","7"
-6.79711096642472,28,"RH","7"
-7.91000709323146,29,"RH","7"
-9.47479332458895,30,"RH","7"
-0.449891797163631,31,"RH","7"
-10.601886202945,33,"RH","7"
-16.943177800981,34,"RH","7"
-25.7672539175299,1,"SH","7"
-15.0985294171933,2,"SH","7"
-9.43013754934617,13,"SH","7"
-6.73547569216409,24,"SH","7"
-3.49540423051509,35,"SH","7"
-9.6321765110049,36,"SH","7"
-26.7712271873562,37,"SH","7"
-10.5148634686914,38,"SH","7"
-12.3984380533724,39,"SH","7"
-17.5957111265622,40,"SH","7"
-6.05587113683079,3,"SH","7"
-7.00234396298919,4,"SH","7"
-5.01458470614183,5,"SH","7"
-1.53921980650732,7,"SH","7"
-22.7420576184649,8,"SH","7"
-5.72835706662604,9,"SH","7"
-11.9873103048107,10,"SH","7"
-0.539155471686956,11,"SH","7"
-10.9564660887446,12,"SH","7"
-1.86411891228634,14,"SH","7"
-13.81233477914,16,"SH","7"
-15.2616503227443,17,"SH","7"
-9.06727992130969,18,"SH","7"
-8.28783520012167,19,"SH","7"
-19.1316364969618,21,"SH","7"
-4.36232550285538,22,"SH","7"
-5.82126278050517,23,"SH","7"
-16.6799909101626,25,"SH","7"
-14.0721091819511,26,"SH","7"
-7.7517809074483,27,"SH","7"
-4.71529182663107,28,"SH","7"
-15.2458842967436,29,"SH","7"
-12.5197002872372,30,"SH","7"
-4.60211273848182,31,"SH","7"
-5.985340232283,32,"SH","7"
-7.85598863154937,1,"EH","7"
-18.7237401942876,13,"EH","7"
-6.62859817972968,24,"EH","7"
-8.942119548544,36,"EH","7"
-7.04379580895722,37,"EH","7"
-20.7568108839247,38,"EH","7"
-3.61393628805288,39,"EH","7"
-17.7235591042859,40,"EH","7"
-17.6793085966419,4,"EH","7"
-4.15006986554864,5,"EH","7"
-8.69248368703794,6,"EH","7"
-12.1733368418094,7,"EH","7"
-8.23768569875049,8,"EH","7"
-15.1838842909632,9,"EH","7"
-6.22708588111075,12,"EH","7"
-16.4891322851468,14,"EH","7"
-13.6460317722782,15,"EH","7"
-21.0756919141587,16,"EH","7"
-9.78297949694315,17,"EH","7"
-13.205592373057,18,"EH","7"
-8.02708525459104,19,"EH","7"
-8.5828026535185,20,"EH","7"
-19.3942529457498,22,"EH","7"
-11.1934197032123,23,"EH","7"
-17.9149008599336,25,"EH","7"
-5.13610696948392,26,"EH","7"
-6.24994313744587,28,"EH","7"
-4.58332806142937,29,"EH","7"
-2.22273449570125,30,"EH","7"
-9.66481247250046,31,"EH","7"
-6.94244610896595,32,"EH","7"
-3.08623417553015,33,"EH","7"
-0.483339484164779,1,"RH","8"
-2.17661798954149,2,"RH","8"
-3.70468337770443,13,"RH","8"
-3.28835064679327,24,"RH","8"
-1.85586666674987,37,"RH","8"
-3.81469918321398,40,"RH","8"
-2.56590729176755,3,"RH","8"
-3.98195955131517,4,"RH","8"
-2.14087569096572,5,"RH","8"
-2.30856395937217,6,"RH","8"
-0.946439696637601,7,"RH","8"
-1.76955018021298,8,"RH","8"
-6.67348430207395,9,"RH","8"
-3.96642890889199,10,"RH","8"
-2.44529744715924,11,"RH","8"
-3.7196204014892,15,"RH","8"
-0.410582322606179,16,"RH","8"
-5.0825101549986,17,"RH","8"
-8.51980817816288,18,"RH","8"
-2.54531682680681,20,"RH","8"
-10.2519734017361,25,"RH","8"
-3.98570269495736,26,"RH","8"
-4.38971172610734,27,"RH","8"
-6.34994709728572,28,"RH","8"
-4.93112157702075,29,"RH","8"
-1.12170474898474,32,"RH","8"
-2.86680025948781,33,"RH","8"
-1.38068830548964,34,"RH","8"
-11.4265634168195,2,"SH","8"
-7.17997577068538,36,"SH","8"
-0.338254521870572,37,"SH","8"
-12.8892070228449,39,"SH","8"
-2.53959267611386,40,"SH","8"
-3.6459826756127,3,"SH","8"
-4.74610052241762,4,"SH","8"
-0.193767823146505,5,"SH","8"
-3.52522692543474,7,"SH","8"
-7.51975590679046,8,"SH","8"
-1.0463862854338,10,"SH","8"
-2.12659779802298,11,"SH","8"
-1.13473749160984,15,"SH","8"
-9.74621311162477,16,"SH","8"
-3.59435857314952,17,"SH","8"
-1.71867334431574,19,"SH","8"
-7.09191928393605,23,"SH","8"
-1.4329509496902,26,"SH","8"
-7.16564381321539,29,"SH","8"
-15.3120556196866,31,"SH","8"
-10.8594981942223,1,"EH","8"
-1.94450205981723,2,"EH","8"
-8.40878859092325,13,"EH","8"
-4.48335398618976,36,"EH","8"
-7.64866310673045,37,"EH","8"
-14.8261204982289,38,"EH","8"
-7.68411085791811,39,"EH","8"
-3.53514981507506,40,"EH","8"
-4.39490904264701,3,"EH","8"
-7.26262857394877,4,"EH","8"
-10.2899088581815,5,"EH","8"
-6.0116653633277,6,"EH","8"
-12.9945765568484,8,"EH","8"
-7.04691795329273,9,"EH","8"
-18.5461841728373,10,"EH","8"
-17.4028792079562,12,"EH","8"
-0.846385254647614,14,"EH","8"
-5.17473241167972,15,"EH","8"
-1.51569793243925,18,"EH","8"
-4.32628786636796,19,"EH","8"
-7.93653473047465,20,"EH","8"
-3.18805665865999,21,"EH","8"
-0.0494147876869703,22,"EH","8"
-6.36030509672915,23,"EH","8"
-0.0380579291029959,25,"EH","8"
-4.64525088333985,26,"EH","8"
-12.3904367358371,28,"EH","8"
-0.0528795988148296,30,"EH","8"
-3.37861751871049,31,"EH","8"
-7.11515593657885,32,"EH","8"
-3.5787476945324,33,"EH","8"
-2.41679192098346,34,"EH","8"
