participant_id,labLocale,taskOrder,timing,trial_type,age_group,maxWrong,maxCorrect,prodSpeech_category,producer
Missouri.1009,Missouri,second,immediate,experimental,10yo,5,4,Usually,Yes
Missouri.1010,Missouri,first,immediate,experimental,10yo,5,3,Usually,Yes
Missouri.1010,Missouri,point-and-name,point-and-name,point and name,10yo,5,5,Usually,Yes
Missouri.1010,Missouri,second,delayed,experimental,10yo,5,5,Usually,Yes
Missouri.1011,Missouri,first,delayed,experimental,10yo,4,5,Usually,Yes
Missouri.1011,Missouri,point-and-name,point-and-name,point and name,10yo,5,5,Usually,Yes
Missouri.1011,Missouri,second,immediate,experimental,10yo,5,5,Usually,Yes
Missouri.1012,Missouri,first,delayed,experimental,10yo,5,4,Sometimes,Yes
Missouri.1012,Missouri,point-and-name,point-and-name,point and name,10yo,5,4,Sometimes,Yes
Missouri.1012,Missouri,second,immediate,experimental,10yo,5,4,Sometimes,Yes
Missouri.1013,Missouri,first,immediate,experimental,10yo,5,4,Usually,Yes
Missouri.1013,Missouri,point-and-name,point-and-name,point and name,10yo,5,3,Usually,Yes
Missouri.1013,Missouri,second,delayed,experimental,10yo,5,3,Usually,Yes
Missouri.1014,Missouri,first,immediate,experimental,10yo,5,4,Usually,Yes
Missouri.1014,Missouri,point-and-name,point-and-name,point and name,10yo,5,4,Usually,Yes
Missouri.1014,Missouri,second,delayed,experimental,10yo,5,4,Usually,Yes
Missouri.1015,Missouri,first,immediate,experimental,10yo,5,5,Never,No
Missouri.1015,Missouri,point-and-name,point-and-name,point and name,10yo,5,4,Never,No
Missouri.1015,Missouri,second,delayed,experimental,10yo,5,5,Never,No
Missouri.1016,Missouri,first,immediate,experimental,10yo,5,4,Never,No
Missouri.1016,Missouri,point-and-name,point-and-name,point and name,10yo,5,3,Never,No
Missouri.1016,Missouri,second,delayed,experimental,10yo,5,3,Never,No
Missouri.1017,Missouri,first,immediate,experimental,10yo,5,4,Never,No
Missouri.1017,Missouri,point-and-name,point-and-name,point and name,10yo,5,3,Never,No
Missouri.1017,Missouri,second,delayed,experimental,10yo,5,3,Never,No
Missouri.1018,Missouri,first,immediate,experimental,10yo,5,5,Usually,Yes
Missouri.1018,Missouri,point-and-name,point-and-name,point and name,10yo,5,4,Usually,Yes
Missouri.1018,Missouri,second,delayed,experimental,10yo,5,5,Usually,Yes
Missouri.1019,Missouri,first,immediate,experimental,10yo,5,4,Usually,Yes
Missouri.1019,Missouri,point-and-name,point-and-name,point and name,10yo,5,4,Usually,Yes
Missouri.1019,Missouri,second,delayed,experimental,10yo,5,4,Usually,Yes
Missouri.502,Missouri,first,immediate,experimental,5yo,5,3,Usually,Yes
Missouri.502,Missouri,point-and-name,point-and-name,point and name,5yo,5,4,Usually,Yes
Missouri.502,Missouri,second,delayed,experimental,5yo,5,1,Usually,Yes
Missouri.504,Missouri,first,immediate,experimental,5yo,5,3,Usually,Yes
Missouri.504,Missouri,point-and-name,point-and-name,point and name,5yo,5,1,Usually,Yes
Missouri.504,Missouri,second,delayed,experimental,5yo,5,3,Usually,Yes
Missouri.505,Missouri,first,immediate,experimental,5yo,5,4,Usually,Yes
Missouri.505,Missouri,point-and-name,point-and-name,point and name,5yo,5,3,Usually,Yes
Missouri.505,Missouri,second,delayed,experimental,5yo,5,1,Usually,Yes
Missouri.507,Missouri,first,delayed,experimental,5yo,5,3,Usually,Yes
Missouri.507,Missouri,point-and-name,point-and-name,point and name,5yo,5,3,Usually,Yes
Missouri.507,Missouri,second,immediate,experimental,5yo,5,3,Usually,Yes
Missouri.508,Missouri,first,immediate,experimental,5yo,5,1,Usually,Yes
Missouri.508,Missouri,point-and-name,point-and-name,point and name,5yo,5,3,Usually,Yes
Missouri.508,Missouri,second,delayed,experimental,5yo,5,2,Usually,Yes
Missouri.509,Missouri,first,delayed,experimental,5yo,5,3,Sometimes,Yes
Missouri.509,Missouri,point-and-name,point-and-name,point and name,5yo,5,2,Sometimes,Yes
Missouri.509,Missouri,second,immediate,experimental,5yo,5,2,Sometimes,Yes
Missouri.510,Missouri,first,delayed,experimental,5yo,5,3,Usually,Yes
Missouri.510,Missouri,point-and-name,point-and-name,point and name,5yo,5,3,Usually,Yes
Missouri.510,Missouri,second,immediate,experimental,5yo,5,3,Usually,Yes
Missouri.511,Missouri,first,delayed,experimental,5yo,5,1,Sometimes,Yes
Missouri.511,Missouri,point-and-name,point-and-name,point and name,5yo,5,1,Sometimes,Yes
Missouri.511,Missouri,second,immediate,experimental,5yo,5,1,Sometimes,Yes
Missouri.512,Missouri,first,delayed,experimental,5yo,5,1,Sometimes,Yes
Missouri.512,Missouri,point-and-name,point-and-name,point and name,5yo,5,1,Sometimes,Yes
Missouri.512,Missouri,second,immediate,experimental,5yo,5,1,Sometimes,Yes
Missouri.513,Missouri,first,immediate,experimental,5yo,5,3,Sometimes,Yes
Missouri.513,Missouri,point-and-name,point-and-name,point and name,5yo,5,3,Sometimes,Yes
Missouri.513,Missouri,second,delayed,experimental,5yo,5,2,Sometimes,Yes
Missouri.514,Missouri,first,immediate,experimental,5yo,5,3,Sometimes,Yes
Missouri.514,Missouri,point-and-name,point-and-name,point and name,5yo,5,5,Sometimes,Yes
Missouri.514,Missouri,second,delayed,experimental,5yo,5,4,Sometimes,Yes
Missouri.515,Missouri,first,immediate,experimental,5yo,5,1,Usually,Yes
Missouri.515,Missouri,point-and-name,point-and-name,point and name,5yo,5,2,Usually,Yes
Missouri.515,Missouri,second,delayed,experimental,5yo,5,1,Usually,Yes
Missouri.516,Missouri,first,immediate,experimental,5yo,5,3,Never,No
Missouri.516,Missouri,point-and-name,point-and-name,point and name,5yo,5,2,Never,No
Missouri.516,Missouri,second,delayed,experimental,5yo,5,3,Never,No
Missouri.517,Missouri,first,delayed,experimental,5yo,5,1,Sometimes,Yes
Missouri.517,Missouri,point-and-name,point-and-name,point and name,5yo,5,2,Sometimes,Yes
Missouri.517,Missouri,second,immediate,experimental,5yo,5,1,Sometimes,Yes
Missouri.601,Missouri,first,delayed,experimental,6yo,5,5,Usually,Yes
Missouri.601,Missouri,point-and-name,point-and-name,point and name,6yo,5,4,Usually,Yes
Missouri.601,Missouri,second,immediate,experimental,6yo,5,3,Usually,Yes
Missouri.602,Missouri,first,immediate,experimental,6yo,5,3,Sometimes,Yes
Missouri.602,Missouri,point-and-name,point-and-name,point and name,6yo,5,2,Sometimes,Yes
Missouri.602,Missouri,second,delayed,experimental,6yo,5,1,Sometimes,Yes
Missouri.603,Missouri,first,immediate,experimental,6yo,5,3,Usually,Yes
Missouri.603,Missouri,point-and-name,point-and-name,point and name,6yo,5,4,Usually,Yes
Missouri.603,Missouri,second,delayed,experimental,6yo,5,1,Usually,Yes
Missouri.604,Missouri,first,immediate,experimental,6yo,5,3,Never,No
Missouri.604,Missouri,point-and-name,point-and-name,point and name,6yo,5,2,Never,No
Missouri.604,Missouri,second,delayed,experimental,6yo,5,2,Never,No
Missouri.605,Missouri,first,delayed,experimental,6yo,5,3,Sometimes,Yes
Missouri.605,Missouri,point-and-name,point-and-name,point and name,6yo,5,4,Sometimes,Yes
Missouri.605,Missouri,second,immediate,experimental,6yo,5,3,Sometimes,Yes
Missouri.606,Missouri,first,delayed,experimental,6yo,5,2,Never,No
Missouri.606,Missouri,point-and-name,point-and-name,point and name,6yo,5,3,Never,No
Missouri.606,Missouri,second,immediate,experimental,6yo,5,3,Never,No
Missouri.607,Missouri,first,delayed,experimental,6yo,5,5,Usually,Yes
Missouri.607,Missouri,point-and-name,point-and-name,point and name,6yo,5,4,Usually,Yes
Missouri.607,Missouri,second,immediate,experimental,6yo,5,4,Usually,Yes
Missouri.608,Missouri,first,immediate,experimental,6yo,5,3,Sometimes,Yes
Missouri.608,Missouri,point-and-name,point-and-name,point and name,6yo,5,2,Sometimes,Yes
Missouri.608,Missouri,second,delayed,experimental,6yo,5,2,Sometimes,Yes
Missouri.609,Missouri,first,delayed,experimental,6yo,5,2,Sometimes,Yes
Missouri.609,Missouri,point-and-name,point-and-name,point and name,6yo,5,2,Sometimes,Yes
Missouri.609,Missouri,second,immediate,experimental,6yo,5,2,Sometimes,Yes
Missouri.610,Missouri,first,delayed,experimental,6yo,5,3,Usually,Yes
Missouri.610,Missouri,point-and-name,point-and-name,point and name,6yo,5,4,Usually,Yes
Missouri.610,Missouri,second,immediate,experimental,6yo,5,5,Usually,Yes
Missouri.611,Missouri,first,immediate,experimental,6yo,5,2,Sometimes,Yes
Missouri.611,Missouri,point-and-name,point-and-name,point and name,6yo,5,4,Sometimes,Yes
Missouri.611,Missouri,second,delayed,experimental,6yo,5,5,Sometimes,Yes
Missouri.612,Missouri,first,delayed,experimental,6yo,5,2,Never,No
Missouri.612,Missouri,point-and-name,point-and-name,point and name,6yo,5,4,Never,No
Missouri.612,Missouri,second,immediate,experimental,6yo,5,4,Never,No
Missouri.613,Missouri,first,delayed,experimental,6yo,5,2,Never,No
Missouri.613,Missouri,point-and-name,point-and-name,point and name,6yo,5,4,Never,No
Missouri.613,Missouri,second,immediate,experimental,6yo,5,3,Never,No
Missouri.614,Missouri,first,delayed,experimental,6yo,5,4,Usually,Yes
Missouri.614,Missouri,point-and-name,point-and-name,point and name,6yo,5,4,Usually,Yes
Missouri.614,Missouri,second,immediate,experimental,6yo,5,5,Usually,Yes
Missouri.615,Missouri,first,delayed,experimental,6yo,5,4,Usually,Yes
Missouri.615,Missouri,point-and-name,point-and-name,point and name,6yo,5,3,Usually,Yes
Missouri.615,Missouri,second,immediate,experimental,6yo,5,4,Usually,Yes
Missouri.616,Missouri,first,delayed,experimental,6yo,5,2,Usually,Yes
Missouri.616,Missouri,point-and-name,point-and-name,point and name,6yo,5,3,Usually,Yes
Missouri.616,Missouri,second,immediate,experimental,6yo,5,3,Usually,Yes
Missouri.617,Missouri,first,immediate,experimental,6yo,5,4,Usually,Yes
Missouri.617,Missouri,point-and-name,point-and-name,point and name,6yo,5,4,Usually,Yes
Missouri.617,Missouri,second,delayed,experimental,6yo,5,4,Usually,Yes
Missouri.618,Missouri,first,immediate,experimental,6yo,5,3,Usually,Yes
Missouri.618,Missouri,point-and-name,point-and-name,point and name,6yo,5,3,Usually,Yes
Missouri.618,Missouri,second,delayed,experimental,6yo,5,3,Usually,Yes
Missouri.619,Missouri,first,delayed,experimental,6yo,5,3,Usually,Yes
Missouri.619,Missouri,point-and-name,point-and-name,point and name,6yo,5,3,Usually,Yes
Missouri.619,Missouri,second,immediate,experimental,6yo,5,3,Usually,Yes
Missouri.620,Missouri,first,immediate,experimental,6yo,5,2,Usually,Yes
Missouri.620,Missouri,point-and-name,point-and-name,point and name,6yo,5,3,Usually,Yes
Missouri.620,Missouri,second,delayed,experimental,6yo,5,2,Usually,Yes
Missouri.621,Missouri,first,immediate,experimental,6yo,5,4,Usually,Yes
Missouri.621,Missouri,point-and-name,point-and-name,point and name,6yo,5,3,Usually,Yes
Missouri.621,Missouri,second,delayed,experimental,6yo,5,3,Usually,Yes
Missouri.622,Missouri,first,immediate,experimental,6yo,5,4,Usually,Yes
Missouri.622,Missouri,point-and-name,point-and-name,point and name,6yo,5,3,Usually,Yes
Missouri.622,Missouri,second,delayed,experimental,6yo,5,2,Usually,Yes
Missouri.623,Missouri,first,immediate,experimental,6yo,5,3,Usually,Yes
Missouri.623,Missouri,point-and-name,point-and-name,point and name,6yo,5,3,Usually,Yes
Missouri.623,Missouri,second,delayed,experimental,6yo,5,2,Usually,Yes
Missouri.701,Missouri,first,immediate,experimental,7yo,4,5,Usually,Yes
Missouri.701,Missouri,point-and-name,point-and-name,point and name,7yo,5,4,Usually,Yes
Missouri.701,Missouri,second,delayed,experimental,7yo,5,4,Usually,Yes
Missouri.702,Missouri,first,immediate,experimental,7yo,5,4,Usually,Yes
Missouri.702,Missouri,point-and-name,point-and-name,point and name,7yo,5,3,Usually,Yes
Missouri.702,Missouri,second,delayed,experimental,7yo,5,3,Usually,Yes
Missouri.703,Missouri,first,delayed,experimental,7yo,5,2,Usually,Yes
Missouri.703,Missouri,point-and-name,point-and-name,point and name,7yo,5,3,Usually,Yes
Missouri.703,Missouri,second,immediate,experimental,7yo,5,2,Usually,Yes
Missouri.704,Missouri,first,delayed,experimental,7yo,5,5,Usually,Yes
Missouri.704,Missouri,point-and-name,point-and-name,point and name,7yo,5,4,Usually,Yes
Missouri.704,Missouri,second,immediate,experimental,7yo,5,4,Usually,Yes
Missouri.705,Missouri,first,immediate,experimental,7yo,5,4,Sometimes,Yes
Missouri.705,Missouri,point-and-name,point-and-name,point and name,7yo,5,4,Sometimes,Yes
Missouri.705,Missouri,second,delayed,experimental,7yo,5,4,Sometimes,Yes
Missouri.707,Missouri,first,delayed,experimental,7yo,5,3,Usually,Yes
Missouri.707,Missouri,point-and-name,point-and-name,point and name,7yo,5,3,Usually,Yes
Missouri.707,Missouri,second,immediate,experimental,7yo,5,4,Usually,Yes
Missouri.708,Missouri,first,delayed,experimental,7yo,5,3,Usually,Yes
Missouri.708,Missouri,point-and-name,point-and-name,point and name,7yo,5,4,Usually,Yes
Missouri.708,Missouri,second,immediate,experimental,7yo,5,2,Usually,Yes
Missouri.709,Missouri,first,immediate,experimental,7yo,5,3,Usually,Yes
Missouri.709,Missouri,point-and-name,point-and-name,point and name,7yo,5,2,Usually,Yes
Missouri.709,Missouri,second,delayed,experimental,7yo,5,1,Usually,Yes
Missouri.710,Missouri,first,immediate,experimental,7yo,5,3,Usually,Yes
Missouri.710,Missouri,point-and-name,point-and-name,point and name,7yo,5,3,Usually,Yes
Missouri.710,Missouri,second,delayed,experimental,7yo,5,2,Usually,Yes
Missouri.711,Missouri,first,immediate,experimental,7yo,5,2,Usually,Yes
Missouri.711,Missouri,point-and-name,point-and-name,point and name,7yo,5,3,Usually,Yes
Missouri.711,Missouri,second,delayed,experimental,7yo,5,2,Usually,Yes
Missouri.712,Missouri,first,delayed,experimental,7yo,5,3,Usually,Yes
Missouri.712,Missouri,point-and-name,point-and-name,point and name,7yo,5,4,Usually,Yes
Missouri.712,Missouri,second,immediate,experimental,7yo,5,4,Usually,Yes
Missouri.713,Missouri,first,delayed,experimental,7yo,5,4,Sometimes,Yes
Missouri.713,Missouri,point-and-name,point-and-name,point and name,7yo,5,4,Sometimes,Yes
Missouri.713,Missouri,second,immediate,experimental,7yo,5,5,Sometimes,Yes
Missouri.714,Missouri,first,immediate,experimental,7yo,5,5,Usually,Yes
Missouri.714,Missouri,point-and-name,point-and-name,point and name,7yo,5,5,Usually,Yes
Missouri.714,Missouri,second,delayed,experimental,7yo,5,5,Usually,Yes
Missouri.715,Missouri,first,immediate,experimental,7yo,5,4,Usually,Yes
Missouri.715,Missouri,point-and-name,point-and-name,point and name,7yo,5,3,Usually,Yes
Missouri.715,Missouri,second,delayed,experimental,7yo,5,4,Usually,Yes
Missouri.716,Missouri,first,delayed,experimental,7yo,5,4,Usually,Yes
Missouri.716,Missouri,point-and-name,point-and-name,point and name,7yo,5,3,Usually,Yes
Missouri.716,Missouri,second,immediate,experimental,7yo,5,4,Usually,Yes
Missouri.717,Missouri,first,delayed,experimental,7yo,5,4,Usually,Yes
Missouri.717,Missouri,point-and-name,point-and-name,point and name,7yo,5,4,Usually,Yes
Missouri.717,Missouri,second,immediate,experimental,7yo,5,5,Usually,Yes
Missouri.718,Missouri,first,immediate,experimental,7yo,5,4,Usually,Yes
Missouri.718,Missouri,point-and-name,point-and-name,point and name,7yo,5,3,Usually,Yes
Missouri.718,Missouri,second,delayed,experimental,7yo,5,3,Usually,Yes
Nebraska.1,Nebraska,first,immediate,experimental,7yo,5,4,Usually,Yes
Nebraska.1,Nebraska,point-and-name,point-and-name,point and name,7yo,5,3,Usually,Yes
Nebraska.1,Nebraska,second,delayed,experimental,7yo,5,4,Usually,Yes
Nebraska.10,Nebraska,first,delayed,experimental,10yo,5,5,Sometimes,Yes
Nebraska.10,Nebraska,point-and-name,point-and-name,point and name,10yo,5,4,Sometimes,Yes
Nebraska.10,Nebraska,second,immediate,experimental,10yo,5,5,Sometimes,Yes
Nebraska.11,Nebraska,first,immediate,experimental,6yo,5,5,Usually,Yes
Nebraska.11,Nebraska,point-and-name,point-and-name,point and name,6yo,5,3,Usually,Yes
Nebraska.11,Nebraska,second,delayed,experimental,6yo,5,3,Usually,Yes
Nebraska.12,Nebraska,first,delayed,experimental,5yo,5,2,Usually,Yes
Nebraska.12,Nebraska,point-and-name,point-and-name,point and name,5yo,5,2,Usually,Yes
Nebraska.12,Nebraska,second,immediate,experimental,5yo,5,3,Usually,Yes
Nebraska.13,Nebraska,first,immediate,experimental,6yo,5,3,Sometimes,Yes
Nebraska.13,Nebraska,point-and-name,point-and-name,point and name,6yo,5,1,Sometimes,Yes
Nebraska.13,Nebraska,second,delayed,experimental,6yo,5,2,Sometimes,Yes
Nebraska.14,Nebraska,first,immediate,experimental,7yo,5,3,Sometimes,Yes
Nebraska.14,Nebraska,point-and-name,point-and-name,point and name,7yo,5,3,Sometimes,Yes
Nebraska.14,Nebraska,second,delayed,experimental,7yo,5,2,Sometimes,Yes
Nebraska.15,Nebraska,first,delayed,experimental,6yo,5,1,Sometimes,Yes
Nebraska.15,Nebraska,point-and-name,point-and-name,point and name,6yo,5,1,Sometimes,Yes
Nebraska.15,Nebraska,second,immediate,experimental,6yo,5,1,Sometimes,Yes
Nebraska.16,Nebraska,first,immediate,experimental,7yo,5,4,Usually,Yes
Nebraska.16,Nebraska,point-and-name,point-and-name,point and name,7yo,5,4,Usually,Yes
Nebraska.16,Nebraska,second,delayed,experimental,7yo,5,4,Usually,Yes
Nebraska.17,Nebraska,first,delayed,experimental,7yo,5,4,Sometimes,Yes
Nebraska.17,Nebraska,point-and-name,point-and-name,point and name,7yo,5,4,Sometimes,Yes
Nebraska.17,Nebraska,second,immediate,experimental,7yo,5,4,Sometimes,Yes
Nebraska.18,Nebraska,first,immediate,experimental,7yo,5,4,Usually,Yes
Nebraska.18,Nebraska,point-and-name,point-and-name,point and name,7yo,5,2,Usually,Yes
Nebraska.18,Nebraska,second,delayed,experimental,7yo,5,4,Usually,Yes
Nebraska.19,Nebraska,first,immediate,experimental,10yo,5,4,Sometimes,Yes
Nebraska.19,Nebraska,point-and-name,point-and-name,point and name,10yo,5,4,Sometimes,Yes
Nebraska.19,Nebraska,second,delayed,experimental,10yo,5,5,Sometimes,Yes
Nebraska.2,Nebraska,first,immediate,experimental,6yo,5,3,Sometimes,Yes
Nebraska.2,Nebraska,point-and-name,point-and-name,point and name,6yo,5,4,Sometimes,Yes
Nebraska.2,Nebraska,second,delayed,experimental,6yo,5,1,Sometimes,Yes
Nebraska.22,Nebraska,first,immediate,experimental,10yo,5,5,Never,No
Nebraska.22,Nebraska,point-and-name,point-and-name,point and name,10yo,5,5,Never,No
Nebraska.22,Nebraska,second,delayed,experimental,10yo,4,5,Never,No
Nebraska.23,Nebraska,first,immediate,experimental,5yo,5,3,Sometimes,Yes
Nebraska.23,Nebraska,point-and-name,point-and-name,point and name,5yo,5,3,Sometimes,Yes
Nebraska.23,Nebraska,second,delayed,experimental,5yo,5,2,Sometimes,Yes
Nebraska.24,Nebraska,first,immediate,experimental,7yo,5,3,Sometimes,Yes
Nebraska.24,Nebraska,point-and-name,point-and-name,point and name,7yo,5,4,Sometimes,Yes
Nebraska.24,Nebraska,second,delayed,experimental,7yo,5,5,Sometimes,Yes
Nebraska.26,Nebraska,first,immediate,experimental,6yo,5,2,Sometimes,Yes
Nebraska.26,Nebraska,point-and-name,point-and-name,point and name,6yo,5,1,Sometimes,Yes
Nebraska.26,Nebraska,second,delayed,experimental,6yo,5,1,Sometimes,Yes
Nebraska.27,Nebraska,first,delayed,experimental,10yo,5,3,Usually,Yes
Nebraska.27,Nebraska,point-and-name,point-and-name,point and name,10yo,5,5,Usually,Yes
Nebraska.27,Nebraska,second,immediate,experimental,10yo,5,4,Usually,Yes
Nebraska.28,Nebraska,first,delayed,experimental,10yo,5,1,Never,No
Nebraska.28,Nebraska,point-and-name,point-and-name,point and name,10yo,5,4,Never,No
Nebraska.28,Nebraska,second,immediate,experimental,10yo,5,2,Never,No
Nebraska.29,Nebraska,first,immediate,experimental,5yo,5,2,Sometimes,Yes
Nebraska.29,Nebraska,point-and-name,point-and-name,point and name,5yo,5,4,Sometimes,Yes
Nebraska.29,Nebraska,second,delayed,experimental,5yo,5,1,Sometimes,Yes
Nebraska.3,Nebraska,first,delayed,experimental,7yo,5,3,Sometimes,Yes
Nebraska.3,Nebraska,point-and-name,point-and-name,point and name,7yo,5,4,Sometimes,Yes
Nebraska.3,Nebraska,second,immediate,experimental,7yo,5,3,Sometimes,Yes
Nebraska.30,Nebraska,first,delayed,experimental,6yo,5,2,Sometimes,Yes
Nebraska.30,Nebraska,point-and-name,point-and-name,point and name,6yo,5,4,Sometimes,Yes
Nebraska.30,Nebraska,second,immediate,experimental,6yo,5,4,Sometimes,Yes
Nebraska.31,Nebraska,first,delayed,experimental,7yo,5,4,Sometimes,Yes
Nebraska.31,Nebraska,point-and-name,point-and-name,point and name,7yo,5,4,Sometimes,Yes
Nebraska.31,Nebraska,second,immediate,experimental,7yo,5,4,Sometimes,Yes
Nebraska.32,Nebraska,first,delayed,experimental,7yo,5,2,Sometimes,Yes
Nebraska.32,Nebraska,point-and-name,point-and-name,point and name,7yo,5,3,Sometimes,Yes
Nebraska.32,Nebraska,second,immediate,experimental,7yo,5,4,Sometimes,Yes
Nebraska.33,Nebraska,first,delayed,experimental,5yo,5,2,Never,No
Nebraska.33,Nebraska,point-and-name,point-and-name,point and name,5yo,5,1,Never,No
Nebraska.33,Nebraska,second,immediate,experimental,5yo,5,1,Never,No
Nebraska.34,Nebraska,first,delayed,experimental,7yo,5,4,Sometimes,Yes
Nebraska.34,Nebraska,point-and-name,point-and-name,point and name,7yo,5,3,Sometimes,Yes
Nebraska.34,Nebraska,second,immediate,experimental,7yo,5,4,Sometimes,Yes
Nebraska.35,Nebraska,first,immediate,experimental,5yo,5,3,Usually,Yes
Nebraska.35,Nebraska,point-and-name,point-and-name,point and name,5yo,5,3,Usually,Yes
Nebraska.35,Nebraska,second,delayed,experimental,5yo,5,1,Usually,Yes
Nebraska.36,Nebraska,first,delayed,experimental,7yo,5,4,Usually,Yes
Nebraska.36,Nebraska,point-and-name,point-and-name,point and name,7yo,5,5,Usually,Yes
Nebraska.36,Nebraska,second,immediate,experimental,7yo,5,3,Usually,Yes
Nebraska.37,Nebraska,first,delayed,experimental,10yo,5,3,Usually,Yes
Nebraska.37,Nebraska,point-and-name,point-and-name,point and name,10yo,5,3,Usually,Yes
Nebraska.37,Nebraska,second,immediate,experimental,10yo,5,4,Usually,Yes
Nebraska.38,Nebraska,first,delayed,experimental,10yo,5,3,Sometimes,Yes
Nebraska.38,Nebraska,point-and-name,point-and-name,point and name,10yo,5,4,Sometimes,Yes
Nebraska.38,Nebraska,second,immediate,experimental,10yo,5,3,Sometimes,Yes
Nebraska.39,Nebraska,first,delayed,experimental,6yo,5,1,Never,No
Nebraska.39,Nebraska,point-and-name,point-and-name,point and name,6yo,5,1,Never,No
Nebraska.39,Nebraska,second,immediate,experimental,6yo,5,2,Never,No
Nebraska.4,Nebraska,first,immediate,experimental,7yo,5,4,Never,No
Nebraska.4,Nebraska,point-and-name,point-and-name,point and name,7yo,5,3,Never,No
Nebraska.4,Nebraska,second,delayed,experimental,7yo,5,2,Never,No
Nebraska.40,Nebraska,first,immediate,experimental,6yo,5,3,Usually,Yes
Nebraska.40,Nebraska,point-and-name,point-and-name,point and name,6yo,5,4,Usually,Yes
Nebraska.40,Nebraska,second,delayed,experimental,6yo,5,3,Usually,Yes
Nebraska.41,Nebraska,first,immediate,experimental,5yo,5,1,Usually,Yes
Nebraska.41,Nebraska,point-and-name,point-and-name,point and name,5yo,5,4,Usually,Yes
Nebraska.41,Nebraska,second,delayed,experimental,5yo,5,2,Usually,Yes
Nebraska.42,Nebraska,first,delayed,experimental,6yo,5,3,Sometimes,Yes
Nebraska.42,Nebraska,point-and-name,point-and-name,point and name,6yo,5,3,Sometimes,Yes
Nebraska.42,Nebraska,second,immediate,experimental,6yo,5,2,Sometimes,Yes
Nebraska.43,Nebraska,first,immediate,experimental,7yo,5,4,Usually,Yes
Nebraska.43,Nebraska,point-and-name,point-and-name,point and name,7yo,5,2,Usually,Yes
Nebraska.43,Nebraska,second,delayed,experimental,7yo,5,3,Usually,Yes
Nebraska.44,Nebraska,first,immediate,experimental,7yo,5,1,Never,No
Nebraska.44,Nebraska,point-and-name,point-and-name,point and name,7yo,5,2,Never,No
Nebraska.44,Nebraska,second,delayed,experimental,7yo,5,1,Never,No
Nebraska.45,Nebraska,first,immediate,experimental,10yo,5,5,Usually,Yes
Nebraska.45,Nebraska,point-and-name,point-and-name,point and name,10yo,5,5,Usually,Yes
Nebraska.45,Nebraska,second,delayed,experimental,10yo,5,5,Usually,Yes
Nebraska.46,Nebraska,first,delayed,experimental,7yo,5,5,Usually,Yes
Nebraska.46,Nebraska,point-and-name,point-and-name,point and name,7yo,5,4,Usually,Yes
Nebraska.46,Nebraska,second,immediate,experimental,7yo,5,4,Usually,Yes
Nebraska.47,Nebraska,first,delayed,experimental,5yo,5,1,Sometimes,Yes
Nebraska.47,Nebraska,point-and-name,point-and-name,point and name,5yo,5,1,Sometimes,Yes
Nebraska.47,Nebraska,second,immediate,experimental,5yo,5,2,Sometimes,Yes
Nebraska.48,Nebraska,first,immediate,experimental,6yo,5,4,Sometimes,Yes
Nebraska.48,Nebraska,point-and-name,point-and-name,point and name,6yo,5,4,Sometimes,Yes
Nebraska.48,Nebraska,second,delayed,experimental,6yo,5,3,Sometimes,Yes
Nebraska.49,Nebraska,first,delayed,experimental,6yo,5,3,Sometimes,Yes
Nebraska.49,Nebraska,point-and-name,point-and-name,point and name,6yo,5,3,Sometimes,Yes
Nebraska.49,Nebraska,second,immediate,experimental,6yo,5,2,Sometimes,Yes
Nebraska.5,Nebraska,first,immediate,experimental,7yo,5,4,Sometimes,Yes
Nebraska.5,Nebraska,point-and-name,point-and-name,point and name,7yo,5,5,Sometimes,Yes
Nebraska.5,Nebraska,second,delayed,experimental,7yo,5,4,Sometimes,Yes
Nebraska.50,Nebraska,first,delayed,experimental,5yo,5,2,Usually,Yes
Nebraska.50,Nebraska,point-and-name,point-and-name,point and name,5yo,5,2,Usually,Yes
Nebraska.50,Nebraska,second,immediate,experimental,5yo,5,3,Usually,Yes
Nebraska.51,Nebraska,first,immediate,experimental,5yo,5,2,Usually,Yes
Nebraska.51,Nebraska,point-and-name,point-and-name,point and name,5yo,5,2,Usually,Yes
Nebraska.51,Nebraska,second,delayed,experimental,5yo,5,1,Usually,Yes
Nebraska.52,Nebraska,first,delayed,experimental,7yo,5,2,Sometimes,Yes
Nebraska.52,Nebraska,point-and-name,point-and-name,point and name,7yo,5,4,Sometimes,Yes
Nebraska.52,Nebraska,second,immediate,experimental,7yo,5,2,Sometimes,Yes
Nebraska.53,Nebraska,first,immediate,experimental,10yo,5,5,Sometimes,Yes
Nebraska.53,Nebraska,point-and-name,point-and-name,point and name,10yo,5,5,Sometimes,Yes
Nebraska.53,Nebraska,second,delayed,experimental,10yo,4,5,Sometimes,Yes
Nebraska.54,Nebraska,first,immediate,experimental,7yo,5,3,Never,No
Nebraska.54,Nebraska,point-and-name,point-and-name,point and name,7yo,5,3,Never,No
Nebraska.54,Nebraska,second,delayed,experimental,7yo,5,1,Never,No
Nebraska.55,Nebraska,first,immediate,experimental,10yo,5,5,Usually,Yes
Nebraska.55,Nebraska,point-and-name,point-and-name,point and name,10yo,5,3,Usually,Yes
Nebraska.55,Nebraska,second,delayed,experimental,10yo,5,5,Usually,Yes
Nebraska.56,Nebraska,first,immediate,experimental,6yo,5,4,Usually,Yes
